djk_id	djk_text	eng_id	eng_text
13438	Da te mi o doo u de, da mi sa tan wan hii pisiten anga u. Kande mi pasa a hii koo pisi fu a yali a u mindii de seefi. Da u sa poi yeepi mi seeka sani wanten, fu go moo faawe a pe mi o denki fu go bakadati.	13438	And it may be that I will abide, yea, and winter with you, that ye may bring me on my journey whithersoever I go.
13439	We, efu mi mu kon luku u de nownow, da mi ná o poi tan langa anga u. Bika na waka tapu mi o pasa u, fu wan satu pisi ten namo. Ma mi á wani so. Bika mi wani tan langa a u de, efu Masaa Gadu wani en so.	13439	For I will not see you now by the way; but I trust to tarry a while with you, if the Lord permit.
13440	Ma fa a de, da mi de a Efese Foto ya fosi, te enke Penkisite Fesa sa kai pasa.	13440	But I will tarry at Ephesus until Pentecost.
13441	Bika doo opo bigi gi mi a Efese Foto ya, fu tyai Masaa Gadu bosikopu paati. Ma fa pasi opo bigi gi mi, na so tyaipi sama taampu sete, fu tapu mi anga a wooko ya.	13441	For a great door and effectual is opened unto me, and there are many adversaries.
13442	We, Timotiyesi de a waka tapu nownow. Efu a doo u de, da u á mu libi wan fasi anga en. Ma solugu taki, a fii switi a u mindii. Bika na fa mi ya e wooko gi Masaa Gadu, na so enseefi tu.	13442	Now if Timotheus come, see that he may be with you without fear: for he worketh the work of the Lord, as I also do.
13443	Da sama á mu wooko ape anga en enke a nái de wan sani. Ma meke a komoto de baka anga wan switi ati. Bika mi de ya e luku en anga den taa biibi baala di e waka anga en, fu daai kon mi ya.	13443	Let no man therefore despise him: but conduct him forth in peace, that he may come unto me: for I look for him with the brethren.
13444	Ma on ten Apolos o kon luku u anda, mi á sabi. Na moo onmen leisi mi sende en kaba, fu du dati makandii anga den taa baala di e waka anga en. Ma ai fende naamo taki, a nái kon ete. We, fa i si a o fende a okasi fu kon anda bakaten, da a o kon.	13444	As touching our brother Apollos, I greatly desired him to come unto you with the brethren: but his will was not at all to come at this time; but he will come when he shall have convenient time.
13445	We, mi e wasikoi ete wan leisi taki, luku bun! Taampu taanga doo anga a biibi. Meke wan enkii sani á poi seke u. Noiti feele wan enkii sani tu.	13445	Watch ye, stand fast in the faith, quit you like men, be strong.
13446	Membee naamo taki, meke ala san i teke fu du waka anga lobi.	13446	Let all your things be done with charity.
13447	Biibiwan! Ete wan sani mi wani sende u! U sabi Stefanasi anga den sama fi en osu taki, na den fosi teke biibi na a hii pisiwataa fu Akasi anda. Ne den poti den hii libi yeepi sama di Masaa Gadu poti apaiti fasi anda.	13447	I beseech you, brethren, (ye know the house of Stephanas, that it is the firstfruits of Achaia, and that they have addicted themselves to the ministry of the saints,)
13448	We, da teke den sowtu man de taki, den fiti fu teli enke edeman a u tapu. Soseefi teli ala taawan di e wooko makandii anga den tu.	13448	That ye submit yourselves unto such, and to every one that helpeth with us, and laboureth.
13449	Piisii moo mi ya di Stefanasi anga Footunatesi anga Akaikosi kon luku mi ya! Mi piisii anga den fu u anda peesi, di u á de ya kaba.	13449	I am glad of the coming of Stephanas and Fortunatus and Achaicus: for that which was lacking on your part they have supplied.
13450	Bika den gi mi nyun kankan wan jeje fasi enke fa den e gi u anda tu. Da teli man enke den disi fu bigi!	13450	For they have refreshed my spirit and yours: therefore acknowledge ye them that are such.
13451	We, ala kulu biibiwan fu Masaa Gadu a den peesi lontu a hii pisi fu Asiya dise sende bigi odi gi u. Akwila anga en uman Pelesela anga biibiwan di e miti makandii a den osu seefi. Den ala na sama di e waka a Masaa baka makandii anga u anda.	13451	The churches of Asia salute you. Aquila and Priscilla salute you much in the Lord, with the church that is in their house.
13452	Ala Masaa Gadu sama dise e bali u anda odi. Bali ala biibiwan anda wan switi odi a ini a nen fu Masaa gi wi.	13452	All the brethren greet you. Greet ye one another with an holy kiss.
13453	We, a pisi biifi di e kon ya, na miseefi o teke a sikiifi tiki oli sikiifi taki, mi Pawlesi e sende bigi odi gi u anda tu.	13453	The salutation of me Paul with mine own hand.
13454	U yee ya! Sama di á lobi Masaa Gadu mu luku bun! Bika a poti wan gaan fuuku a den dati tapu. Mi e begi Masaa gaantangi taki, Masaa! Kon esi esi, baa! Dati na Malanata!	13454	If any man love not the Lord Jesus Christ, let him be Anathema Maranatha.
13455	Ma u ala anda dati, da Masaa Jesesi taampu anga u ala, fu teke gaan bun ati fasi namo luku u de.	13455	The grace of our Lord Jesus Christ be with you.
13456	Noti moo enke mi lobi u tuutuu. Bika u ala de fu Kelestesi Jesesi makandii de. Amen, na so a de!	13456	My love be with you all in Christ Jesus. Amen.
13457	Masaa Gadu poti mi Pawlesi ya toon apaiti bosikopuman fu Masaa Jesesi. Da mi sikiifi a biifi ya gi a hii kulu sama a Kolenti Foto di Masaa Gadu kai kon poti apaiti fasi enke sama fi en seefi. Ma a biifi mu doo kulu biibiwan fu Akasi tu. Mi anga wi lobi biibi baala Timotiyesi e sende odi.	13457	Paul, an apostle of Jesus Christ by the will of God, and Timothy our brother, unto the church of God which is at Corinth, with all the saints which are in all Achaia:
13458	Meke u Tata, Masaa Gadu anga Masaa Jesesi Kelestesi teke gaan bun ati fasi namo luku u de. Soseefi, meke u ati de switi.	13458	Grace be to you and peace from God our Father, and from the Lord Jesus Christ.
13459	Bali gafa Masaa Gadu di de Gadu anga Tata fu wi Masaa Jesesi Kelestesi. Bika na useefi Tata di abi tyali ati gi u enke pikin fi en. Ai koo wi ati naamo, fu biibi doo.	13459	Blessed be God, even the Father of our Lord Jesus Christ, the Father of mercies, and the God of all comfort;
13460	Ibii booko ede, da a taampu de fu koo wi ati. Da wiseefi e poi koo taawan ati baka anga san a du gi wi, te denseefi abi booko ede.	13460	Who comforteth us in all our tribulation, that we may be able to comfort them which are in any trouble, by the comfort wherewith we ourselves are comforted of God.
13461	Bika a libi fu Kelestesi a goontapu lai booko ede. Da wi enke sama fi en e fende booko ede fi en ede. Ma fi en ede tu meke Masaa Gadu e koo wi ati naamo.	13461	For as the sufferings of Christ abound in us, so our consolation also aboundeth by Christ.
13462	Da sabi taki, wi ya abi booko ede, ma na fu Masaa Gadu mu koo u anda ati tyai gaan bun gi u. Bika u anda abi booko ede enke wi ya. Da fa ai koo wi dise ati o koo u anda ati tu. Da u sa abi pasensi de.	13462	And whether we be afflicted, it is for your consolation and salvation, which is effectual in the enduring of the same sufferings which we also suffer: or whether we be comforted, it is for your consolation and salvation.
13463	Wi abi a taanga denki ya. Bika u sabi taki, na fu a biibi ede meke u abi booko ede enke wi ya. Da Masaa Gadu o koo u de ati enke fa ai koo wi ya ati tu, fu biibi doo.	13463	And our hope of you is stedfast, knowing, that as ye are partakers of the sufferings, so shall ye be also of the consolation.
13464	Mi lobi biibiwan! Booko ede di wi ya be abi na a pisiwataa fu Asiya sa soi u anda san na banowtu. A be bigi te, ne u be denki kaba taki, u futu o komoto a goontapu!	13464	For we would not, brethren, have you ignorant of our trouble which came to us in Asia, that we were pressed out of measure, above strength, insomuch that we despaired even of life:
13465	A be soi enke Masaa Gadu dei be doo fu puu wi ya. Ma kweti! Na fu seefi a be fika wi fu si taki, efu u dede, da ne en wawan yeepi namo fika di poi weki dede baka.	13465	But we had the sentence of death in ourselves, that we should not trust in ourselves, but in God which raiseth the dead:
13466	Soseefi a meke u si taki, a fika wi a dede mofu, ma a poi puu wi baka a ini ala dati sondee fu u dede. Da ibii tu fasi u sa poi denki anga fitoow taki, yeepi o komoto ne en namo doo wi.	13466	Who delivered us from so great a death, and doth deliver: in whom we trust that he will yet deliver us;
13467	Da u tan begi a yeepi ya gi wi dise, fu fende. Da moo sama o si dati, fu bali gafa Masaa Gadu, fa ai teke gaan bun ati fasi namo luku wi ala.	13467	Ye also helping together by prayer for us, that for the gift bestowed upon us by the means of many persons thanks may be given by many on our behalf.
13468	Wi dise e gafa fa a o yeepi wi sowan fasi. Bika wi konsensi e piki wi taki, wi e libi leti anga sama. Moomoo u fu anda. Soseefi na sondee takuu fasi wi e libi, fu piisii en. A ná anga goontapu koni, ma ne en gaan bun ati fasi namo di a teke, fu yeepi wi anga dati.	13468	For our rejoicing is this, the testimony of our conscience, that in simplicity and godly sincerity, not with fleshly wisdom, but by the grace of God, we have had our conversation in the world, and more abundantly to you-ward.
13469	Da ala san wi e sikiifi sende gi u anda á taanga fu fusutan tu. Wi á kibii sani ya tu di wi á sikiifi. Da a ná wi ya meke u nái kaba fusutan ala dati de. Ma wi abi a taanga denki taki, dati o kengi namo.	13469	For we write none other things unto you, than what ye read or acknowledge; and I trust ye shall acknowledge even to the end;
13470	U o fusutan ala sani de namo. Da te Masaa Jesesi o kon baka, da u anda o poi poolo gafa fa wi dise be wooko. Wi ya seefi o poi poolo anga u de tu.	13470	As also ye have acknowledged us in part, that we are your rejoicing, even as ye also are ours in the day of the Lord Jesus.
13471	Mi be sabi kaba taki, mi anga u de bun so. Ne mi be poti kaba fu kon luku u de hii tu leisi seefi, fu moo tyai yeepi gi u.	13471	And in this confidence I was minded to come unto you before, that ye might have a second benefit;
13472	Te mi o de a pasi, fu gwe a Masadoniya anga te mi o daai komoto anda o de tu leisi mi tapu a u de. Da u sa seeka mi de anga san mi fanowdu na a waka, fu gwe a Judeja pisiwataa.	13472	And to pass by you into Macedonia, and to come again out of Macedonia unto you, and of you to be brought on my way toward Judaea.
13473	Da meke sama kaba denki de taki, mi paamisi so, ma mi o wooko goontapu fasi enke sama nái teli Masaa Gadu anga tu mofu taki. Den e piki taki, den o du so, da den kengi baka taki, den ná o du so moo.	13473	When I therefore was thus minded, did I use lightness? or the things that I purpose, do I purpose according to the flesh, that with me there should be yea yea, and nay nay?
13474	Bika ala yuu, da Masaa Gadu e du san a paamisi, meke sama sa fitoow en. Da meke wi seefi á taki, wi o du wan sani, ma wi e kengi baka taki, wi ná o du en moo. Kweti!	13474	But as God is true, our word toward you was not yea and nay.
13475	Bika Masaa Gadu Manpikin, Jesesi Kelestesi bosikopu di mi anga Silasi anga Timotiyesi paati doo u de nái waka enke sani fu meke sama pantan. Noiti en taki e kengi anga san a be paamisi kaba.	13475	For the Son of God, Jesus Christ, who was preached among you by us, even by me and Silvanus and Timotheus, was not yea and nay, but in him was yea.
13476	Luku fa a be paamisi taki, a o sende a Kelestesi kon yeepi libisama. Namo a kon so tuu, meke u sa bali gafa en taki: “Amen !” Na so a de tuu enke fa a be paamisi.	13476	For all the promises of God in him are yea, and in him Amen, unto the glory of God by us.
13477	Da luku fa ai wooko anga wi ala tu. Ai yeepi wi anga u de makandii, fu taampu taanga a ini a mokisa libi anga Kelestesi. A kandi en apaiti fatu seeka u libi.	13477	Now he which stablisheth us with you in Christ, and hath anointed us, is God;
13478	Ne a sende en Jeje kon teke peesi a wi ati, enke wan sitampu di a naki a wi, fu soi taki, u na sama fi en. Soseefi enke a maiki fu soi taki, tuutuu u sa fende ala taa sani di de fu kon ete.	13478	Who hath also sealed us, and given the earnest of the Spirit in our hearts.
13479	Ma mi á kon a Kolenti Foto de ete enke fa mi be paamisi. Bika mi á wani kon taki hati fasi anga u de, fu san u e du de ete. Na dati tuu, mi e taki leti. Masaa Gadu ain de a mi tapu, meke mi á poi lei.	13479	Moreover I call God for a record upon my soul, that to spare you I came not as yet unto Corinth.
13480	Mi á wani kon anga wan taki de, fu meke u fii de enke wi ya e basi u anga a biibi. Na makandii wi ala mu taampu fu wooko anga a biibi, da piisii sa de a u de. Bika na biibi Kelestesi namo e meke u ala taampu taanga.	13480	Not for that we have dominion over your faith, but are helpers of your joy: for by faith ye stand.
13481	Na dati puu mi, fu mi á kon luku u de ete. Bika mi á wani kon taki taanga anga u de, fu sani mu waka baka enke a taa leisi, fu tyai buduufu.	13481	But I determined this with myself, that I would not come again to you in heaviness.
13482	Bika te mi meke u buduufu, da mi seefi e buduufu. Ma fu mi anga u mu buduufu makandii, da sama ná o de fu koi mi de.	13482	For if I make you sorry, who is he then that maketh me glad, but the same which is made sorry by me?
13483	Na so meke mi sikiifi piki u, pe fu kon taki a ogii di be pasa de. Da a sa seeka fosi mi kon, meke u di mu piisii mi ná o de fu buduufu mi. Mi sabi taki, u o du enke fa mi be soi na a biifi de, fu u sa piisii makandii.	13483	And I wrote this same unto you, lest, when I came, I should have sorrow from them of whom I ought to rejoice; having confidence in you all, that my joy is the joy of you all.
13484	Bika na booko ede fu anda meke mi be sikiifi a biifi de, anga wataa ain seefi. Mi á be sikiifi en fu buduufu u, ma na fu be soi fa mi lobi u dipi pasa peesi.	13484	For out of much affliction and anguish of heart I wrote unto you with many tears; not that ye should be grieved, but that ye might know the love which I have more abundantly unto you.
13485	Bika a sama di be du a ogii de be buduufu u de moo mi ya seefi. A buduufu naki ibiiwan pikinso de. Mi taki na pikinso, bika mi á wani sutu faya baka na a toli ya.	13485	But if any have caused grief, he hath not grieved me, but in part: that I may not overcharge you all.
13486	Bika a sitaafu di gaanse fu u anda be fiti gi dati be sai gi en kaba.	13486	Sufficient to such a man is this punishment, which was inflicted of many.
13487	Da a doo peesi now fu gi en paadon, fu fende kankan bigin libi leti baka. Efu u á du so, tyali o moo en. Da a sa bigin denki taki, noiti moo paadon sa de gi en.	13487	So that contrariwise ye ought rather to forgive him, and comfort him, lest perhaps such a one should be swallowed up with overmuch sorrow.
13488	Da mi e begi u taki, u kai u seefi kon makandii baka, da u kai en poti sidon. Da u fiti taki, u seeka a toli fi en baka. U lobi en fu kon a u mindii baka.	13488	Wherefore I beseech you that ye would confirm your love toward him.
13489	Saide mi be sikiifi a biifi de tu taki, u be mu puu en a u mindii. Mi be wani keli u luku efu u e du ala san mi e akisi u fu du. We, ne u soi dati kaba.	13489	For to this end also did I write, that I might know the proof of you, whether ye be obedient in all things.
13490	Da mi e akisi u ya baka taki, gi en paadon. Da mi mokisa anga u de, fu dati. Fu mi se, a fende en kaba, fu san a be du anga mi dati. Mi á be teke en bigi kaba lasitan paadon fu gi en. Kelestesi e si fa mi du so, fu u sa si a mi fa fu du tu.	13490	To whom ye forgive any thing, I forgive also: for if I forgave any thing, to whom I forgave it, for your sakes forgave I it in the person of Christ;
13491	Da didibii á sa poi fende wini a u mindii de. Bika u ala sabi fa ai denki fu sutu faya a sani.	13491	Lest Satan should get an advantage of us: for we are not ignorant of his devices.
13492	Sabi taki doo be opo bigi gi mi a Towasi Foto pe mi be doo anga a Bun Nyunsu fu Kelestesi. Sama be lobi a toli ya fu teke anga ala piisii.	13492	Furthermore, when I came to Troas to preach Christ's gospel, and a door was opened unto me of the Lord,
13493	Ma saide mi ati á be kaba sidon de! Bika mi lobi biibi baala Titesi á be kon doo mi ete fu soi fa ai go anga u anda. Da mi be e booko ede fu u ede, meke mi be bali adyosi de pasa go doo Masadoniya.	13493	I had no rest in my spirit, because I found not Titus my brother: but taking my leave of them, I went from thence into Macedonia.
13494	We, gafa Masaa Gadu, fu di u mokisa libi anga Kelestesi. Ai tyai u lontu enke en gaan fesa pe ai soi goontapu fa a feti wini u teke. Na so wi e doo ala se anga en leli di e soi fa a de seefi, fu paati dati enke switi sumee gi en.	13494	Now thanks be unto God, which always causeth us to triumph in Christ, and maketh manifest the savour of his knowledge by us in every place.
13495	Bika ai piisii fu si wi enke a switi fatu fu Kelestesi di a lobi fu tyatya doo en fesi. Ai doo sama o teke dati tu, fu fende libi tego anga sama ná o teke fu fende sitaafu tego.	13495	For we are unto God a sweet savour of Christ, in them that are saved, and in them that perish:
13496	Bika den di o fende sitaafu tego e teke en enke den sumee tingi dede sani. Ma den di o fende libi tego e teke dati enke den sumee switi sani. A wooko fu Masaa Gadu ya bigi pasa san libisama poi du.	13496	To the one we are the savour of death unto death; and to the other the savour of life unto life. And who is sufficient for these things?
13497	Bika wi ya nái waka paati dati enke sama di e lontu, fu meke moni. Ma enke wookoman di mokisa libi anga Kelestesi, da wi sabi fa Masaa Gadu ain de a wi tapu, fu si wi e paati en tuutuu bosikopu di a sende wi.	13497	For we are not as many, which corrupt the word of God: but as of sincerity, but as of God, in the sight of God speak we in Christ.
13498	Kaba denki, wi e gafa useefi ya! Wi nái tyai a wooko ya anga lenti a pampila di sama maiki fu u mu soi taki, na Masaa Gadu bosikopu. U anda seefi u á fanowdu fu gi u a maiki de.	13498	Do we begin again to commend ourselves? or need we, as some others, epistles of commendation to you, or letters of commendation from you?
13499	Bika na u libi na a maiki fu soi fa na Masaa Gadu bosikopu wi e tyai. Sama sa si fa u anda libi kengi nyun. Na dati taawan mu fende leisi enke na wan pampila di taki, a libi ya maiki a u ati.	13499	Ye are our epistle written in our hearts, known and read of all men:
13500	U libi na san Kelestesi lenti fu soi enke maiki taki, a bosikopu di wi ya tyai kengi u. Da a á de pampila di sikiifi tiki maiki. Na a Jeje fi en teke u libi di á de siton fu maiki, ma sama sa fende leisi de taki, a libi ya de a u ati.	13500	Forasmuch as ye are manifestly declared to be the epistle of Christ ministered by us, written not with ink, but with the Spirit of the living God; not in tables of stone, but in fleshy tables of the heart.
13501	Bika di u mokisa libi anga Kelestesi, ne ala dati waka so. U mu taki dati sondee pantan. Bika u sabi taki, na so Masaa Gadu seefi e si a toli ya.	13501	And such trust have we through Christ to God-ward:
13502	Wi enke libisama á be o poi du a wooko ya. Sani á de fu useefi be sa du te, da a be o doo peesi gi Masaa Gadu. Ne enseefi be abi fu wooko so anga wi.	13502	Not that we are sufficient of ourselves to think any thing as of ourselves; but our sufficiency is of God;
13503	A teke wi, fu soi a nyun fasi di a poti fu dini en. Dati á de fu leli wooko anga en weiti. Ma na a Jeje fi en kon wooko a wi. En weiti taanga fu oli meke u be fiti fu dede tego. Ma a Jeje gi taanga fu poi teke en taki fende libi tego.	13503	Who also hath made us able ministers of the new testament; not of the letter, but of the spirit: for the letter killeth, but the spirit giveth life.
13504	Bika a gaandi fasi fu dini en be sikiifi a siton gi Dyusama. Dati á be meke fu tan tego. Ma toku a be waka dyendee fasi kon a den. A be beenki Mosesi hii fesi te den á be poi luku en. Ma a be taanga fu oli, meke sama di e wooko anga dati fiti fu dede tego.	13504	But if the ministration of death, written and engraven in stones, was glorious, so that the children of Israel could not stedfastly behold the face of Moses for the glory of his countenance; which glory was to be done away:
13505	Ma a nyun fasi fu dini, da ne en Jeje kon gi taanga, fu poi teke en taki, soseefi fende paadon go doo libi tego. Da a wooko ya musu moo waka dyendee fasi kon a sama.	13505	How shall not the ministration of the spirit be rather glorious?
13506	Bika Mosesi wooko di waka kon dyendee fasi de bosikopu taki, sama á poi oli weiti, meke den fiti fu dede tego. Ma di a sende kon nownow e puu sama a takuudu anga ogii fende libi tego. Da a musu waka moo dyendee fasi kon a sama.	13506	For if the ministration of condemnation be glory, much more doth the ministration of righteousness exceed in glory.
13507	Bika Masaa Gadu bosikopu di Mosesi be e leli na a gaandi fasi fu dini en. Da dati be beenki en fesi dyendee fasi, ma a á be meke fu tan tego. Na di a sende kon nownow meke fu tan tego, da a musu moo bigi.	13507	For even that which was made glorious had no glory in this respect, by reason of the glory that excelleth.
13508	Di a be sende Mosesi fu leli sama dini en dati á be meke fu tan wooko dyendee fasi tego. Ma a be waka kon a sama dyendee fasi. Da di meke fu wooko dyendee fasi tego musu moo waka dyendee fasi kon.	13508	For if that which is done away was glorious, much more that which remaineth is glorious.
13509	Da u mu tan taki san Masaa Gadu paamisi wi. U mu e denki taanga fasi fu fende san a bosikopu de taki sondee pantan. Bika u sabi taki, dati noiti poi kengi.	13509	Seeing then that we have such hope, we use great plainness of speech:
13510	Da u ná abi fu du enke fa Mosesi be abi fu du. A be tapu a dyendee fasi fu Masaa Gadu ne en fesi, di á meke fu tan tego de seefi anga koosi. Da taa Dyusama ain á be sa kai ne en.	13510	And not as Moses, which put a vail over his face, that the children of Israel could not stedfastly look to the end of that which is abolished:
13511	Bika sama be taanga yesi fu fusutan te doo tide ete seefi, den e wooko anga a gaandi kuudei fu dini. Da ai tapu gi den, fu si pe a wani tii den go. Wan sani tapu dati gi den ete. Na biibi Kelestesi e wai a sani de puu.	13511	But their minds were blinded: for until this day remaineth the same vail untaken away in the reading of the old testament; which vail is done away in Christ.
13512	Ma enke tide, te Dyusama e wooko anga a gaandi fasi fu dini, da wan sani e tapu den fusutan go doo den ati seefi.	13512	But even unto this day, when Moses is read, the vail is upon their heart.
13513	Ma ibiiwan di daai biibi Masaa Jesesi, da na leti enke san be tapu a dyendee a Mosesi fesi wai komoto, fu meke a dyendee fu Masaa Gadu kon fu si.	13513	Nevertheless when it shall turn to the Lord, the vail shall be taken away.
13514	Bika wi Masaa seefi anga a Jeje di a sende kon nownow na a wan. Da te dati go a wan sama libi, da ai booko a taanga di weiti be abi fu wooko enke basi ne en tapu.	13514	Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty.
13515	Da sani á tapu wi enke biibiwan fesi moo, meke u libi sa soi Masaa Gadu dyendee. Bika ai kengi u moo anga moo gei Masaa Jesesi. Na so wi Masaa e wooko anga Jeje fi en di taanga.	13515	But we all, with open face beholding as in a glass the glory of the Lord, are changed into the same image from glory to glory, even as by the Spirit of the Lord.
13516	Na dati meke wi ya kon toon Masaa Gadu wookoman. Enseefi wooko tyali ati fasi gi u sani di useefi á poi wooko fu fende. Da noiti wi o lasi ati, fu booko saka anga a wooko ya. Kweti!	13516	Therefore seeing we have this ministry, as we have received mercy, we faint not;
13517	Wi e wooko leti naamo. U ná abi kibii takuu fasi fu gi useefi sen. U nái bendi a bosikopu taa fasi. U nái leli lei sani, ma na Masaa Gadu tuu taki. Da finga á poi soi kai wi falisi leliman. Masaa Gadu seefi ain e si fa wi e wooko leti.	13517	But have renounced the hidden things of dishonesty, not walking in craftiness, nor handling the word of God deceitfully; but by manifestation of the truth commending ourselves to every man's conscience in the sight of God.
13518	Bika sama di toku wi bosikopu kibii gi, da na den di á poi si a dyendee fi en, da den de fu go fende sitaafu tego a Masaa Gadu.	13518	But if our gospel be hid, it is hid to them that are lost:
13519	Didibii e ligei den di á wani teke dati. A tapu den fusutan, meke den á poi si a gaan dyendee fasi fu Kelestesi a ini a Bun Nyunsu, di e soi fa a de enke Masaa Gadu seefi.	13519	In whom the god of this world hath blinded the minds of them which believe not, lest the light of the glorious gospel of Christ, who is the image of God, should shine unto them.
13520	Bika san wi ya e leli sama á de fu gi useefi gaandi. Na Kelestesi wi e soi taawan fu si fa a de Masaa, fu teke en taki. Wi ya na wookoman namo fu di enseefi sende u kon wooko gi u de.	13520	For we preach not ourselves, but Christ Jesus the Lord; and ourselves your servants for Jesus' sake.
13521	Na Masaa Gadu di bigin fu goontapu be kumandei a dunguu peesi fu kiin, meke dei booko. Ne en abi a bosikopu fu Kelestesi ya di a meke kiin u ati. Bika a soi wi Masaa Gadu dyendee de anga en libi.	13521	For God, who commanded the light to shine out of darkness, hath shined in our hearts, to give the light of the knowledge of the glory of God in the face of Jesus Christ.
13522	A dyendee fi en de na gaan gudu, fu teke poti waiti fasi! Ma na u libi a mu fende waiti sai fu poti dati. Da a wooko enke sama kibii waiti sani fi en a ini soso tokotoko patu. Da a nái de taanga fu wi seefi moo.	13522	But we have this treasure in earthen vessels, that the excellency of the power may be of God, and not of us.
13523	Da winsi feyanti fu a biibi e fuka wi ala se, ma den nái poi booko wi saka. Sani wani buuya wi son leisi, ma wi nái feele enke yeepi á de.	13523	We are troubled on every side, yet not distressed; we are perplexed, but not in despair;
13524	Sama e lon du ogii anga u, ma noiti Masaa Gadu fika wi. Son leisi wi e mesaandi kisi mankei, ma wi á fika fu kii ete.	13524	Persecuted, but not forsaken; cast down, but not destroyed;
13525	U sabi fa Jesesi fende dede a sama, da dati sa teke u sikin tu. Ma u nái kaba libi so, fu soi taawan fa a de libilibi ete e gi u libisama fasi taanga, fu poi go doo.	13525	Always bearing about in the body the dying of the Lord Jesus, that the life also of Jesus might be made manifest in our body.
13526	Bika u de ibii yuu koosube fu dede, fu biibi en ede. Bika na Masaa Gadu wani u mu libi so, fu soi taawan fa Jesesi e gi u libisama fasi taanga, fu poi go doo.	13526	For we which live are alway delivered unto death for Jesus' sake, that the life also of Jesus might be made manifest in our mortal flesh.
13527	Da banowtu e tyai wi doo dede mofu. Ma na fu meke a sowtu libi fu wi ya mu poi waka doo yu de, fu fende libi tego.	13527	So then death worketh in us, but life in you.
13528	Bika Masaa Gadu Buku sikiifi taki: “Na biibi fi yu Masaa Gadu, meke mi e taki fi yu yeepi.” Na so wi e biibi nownow, meke wi ya seefi e taki fi en yeepi.	13528	We having the same spirit of faith, according as it is written, I believed, and therefore have I spoken; we also believe, and therefore speak;
13529	Bika wi sabi fa a weki Masaa Jesesi kon a libi ya baka. Ne wi mokisa weki anga en de fu doo makandii ne en fesi wan dei.	13529	Knowing that he which raised up the Lord Jesus shall raise up us also by Jesus, and shall present us with you.
13530	Da a hii tyotyo fu wi ya na fu yeepi u anda, fu meke moo sama yee fu biibi, fa ai teke gaan bun ati fasi namo, fu gi paadon. Da moo anga moo sama sa de tu, fu gi en daa, bali gafa gi en gaandi.	13530	For all things are for your sakes, that the abundant grace might through the thanksgiving of many redound to the glory of God.
13531	Da noiti wi o lasi ati booko saka. Sani sa tyai mankei a u sikin seefi, ma na doose fu sikin namo e wasi gwe. Ma inise e seeka dei fu dei kon taampu moo taanga.	13531	For which cause we faint not; but though our outward man perish, yet the inward man is renewed day by day.
13532	Bika u nái si a hii tyotyo fu wi ya bigi. Na fu wan satu pisiten namo, fu Masaa Gadu seeka gaan dyendee gi u ne en kondee anda, fu piisii tego. A paiman de o wegi a hii tyotyo ya.	13532	For our light affliction, which is but for a moment, worketh for us a far more exceeding and eternal weight of glory;
13533	Da wai ain komoto na a hii tyotyo fu wan satu pisiten namo ya. Meke u sutu pakisei a den gaan dyendee di u o fende bakaten, ma den á de fu si ya ete. Dati o tan tego.	13533	While we look not at the things which are seen, but at the things which are not seen: for the things which are seen are temporal; but the things which are not seen are eternal.
13534	Bika u sabi fa u sikin de enke masanga a kampu di á meke fu libi tego. Dede e naki en booko, da u komoto gwe a tuutuu osu a kondee seefi. Dati na a nyun sikin di meke a tapu anda fu libi tego. A á de sama ana wooko.	13534	For we know that if our earthly house of this tabernacle were dissolved, we have a building of God, an house not made with hands, eternal in the heavens.
13535	Ma fu de a ini a sikin ya, da u e dyeme. Bika u e angii fu go fende boo na a tuutuu osu a tapu anda. Wi o fende sani anda wei tapu useefi enke nyun sikin fu libi tego.	13535	For in this we groan, earnestly desiring to be clothed upon with our house which is from heaven:
13536	Bika a nyun sikin a tapu na wi osu fu teke wi anda. Na dati meke u ná o tan anda enke u mankei sani enke sikin fu wei tapu useefi. Kweti!	13536	If so be that being clothed we shall not be found naked.
13537	Wi sikin ya de enke masanga a kampu di á meke fu libi tego. Wi de a ini e dyeme e kusumi e tyotyo. U nái wani komoto go fika sondee sani fu wei tapu useefi enke sikin. Ma u e wani a nyun sikin, meke wi libisama fasi kengi toon sani fu libi tego.	13537	For we that are in this tabernacle do groan, being burdened: not for that we would be unclothed, but clothed upon, that mortality might be swallowed up of life.
13538	Na so Masaa Gadu meke wi enke sama fi en, fu luku den bun di de fu kon de. Da en Jeje di a sende kon teke peesi a wi, na a maiki fu soi wi taki, tuutuu u sa fende ala taa sani di de fu kon ete.	13538	Now he that hath wrought us for the selfsame thing is God, who also hath given unto us the earnest of the Spirit.
13539	Ai gi wi taanga biibi tu taki, Masaa Gadu o du ala dati wan dei namo. Ma solanga u de anga sikin fu goontapu, da u á doo a libi tego anda a wi Masaa ete.	13539	Therefore we are always confident, knowing that, whilst we are at home in the body, we are absent from the Lord:
13540	Ma u e libi ya anga fitoow ne en, winsi u á poi si dati anga ain ya ete.	13540	(For we walk by faith, not by sight:)
13541	Enke fa mi be taki kaba, u nái pantan a Masaa Gadu enke a ná o gi u ala dati. Wi e fende en moo bun tu, fu fika a sikin ya go teke a nyun sikin enke a tuutuu osu fu libi tego anga wi Masaa.	13541	We are confident, I say, and willing rather to be absent from the body, and to be present with the Lord.
