gcf_id	gcf_text	fra_id	fra_text
8261909	Ès ou enmé kouwi ?	5336118	Aimes-tu courir ?
8261911	An enmé Mawi.	5369569	J'aime Mary.
8261912	Mwen enmé Mawi.	5369569	J'aime Mary.
8261913	Ou té ké enmé Tòm.	5377557	Tu aimerais Tom.
8261914	Zòt té ké enmé Tòm.	5377558	Vous aimeriez Tom.
8261915	Tòm enmé zòt !	5396555	Tom vous aime !
8299087	Ki koté ou fèt ?	386779	Où es-tu né ?
8331809	Jako an mwen mò yè.	5273932	Mon perroquet est mort hier.
8331815	Jako an mwen twépasé yè.	5273932	Mon perroquet est mort hier.
8331816	I pa kwè an Bondyé.	1133340	Elle ne croit pas en Dieu.
8331819	Ès ou fwè ?	6683732	Êtes-vous frères ?
8331821	Babilòn la adan on loto.	7702071	Le flic est dans une voiture.
8331823	I ka najé an wivyè la.	823643	Il nage dans la rivière.
8331824	I ka najé adan lawivyè la.	823643	Il nage dans la rivière.
8331826	I ka li on liv adan chanm a'y.	912128	Il lit un livre dans sa chambre.
8331827	An sòti manjé.	1369319	Je viens de finir de manger.
8331828	Mwen sòti manjé.	1369319	Je viens de finir de manger.
8331829	Ou ka fè mwen pè.	2932315	Tu me fiches la trouille.
8331830	Mwen ké ban a'w lajan lasa.	563343	Je vous donnerai cet argent.
8331831	I kaché'y anba tab la.	2296557	Elle s'est cachée sous la table.
8331832	Mwen kontan ou enmé zanmi an mwen.	2889897	Je suis heureux que vous aimiez mes amis.
8331833	An kontan ou enmé zanmi an mwen.	2889897	Je suis heureux que vous aimiez mes amis.
8331834	Kaz la a'y.	180884	La maison lui appartient.
8331839	Mwen enmé poul.	709401	J'aime le poulet.
8331840	An kontan poul.	709401	J'aime le poulet.
8331841	I asasou.	4603328	Il est radin.
8331842	I apach.	4603328	Il est radin.
8331843	Mawi pè souwit.	5100886	Marie a peur des souris.
8331845	Ki koté mwen pé achté ponm ?	6888304	Où puis-je acheter des pommes ?
8331846	O mwen pé achté ponm ?	6888304	Où puis-je acheter des pommes ?
8331847	Ola mwen pé gannyé ponm ?	6888304	Où puis-je acheter des pommes ?
8331848	Otila mwen pé gannyé ponm ?	6888304	Où puis-je acheter des pommes ?
8331849	Yo té najé adan lak lasa.	4602040	Elles nageaient dans ce lac.
8331850	Mwen ka maké on chanté an fwansé.	6463333	J'écris une chanson en français.
8331851	I ka palé awab.	1851147	Il parle l'arabe.
8331852	I pentiwé pòt la an blé.	586492	Il a peint la porte en bleue.
8331853	Mwen té vin èvè zanmi an mwen.	2144420	Je vins avec mes amies.
8331854	Tout moun konnèt li.	1286632	Tous le connaissent.
8331855	Ki koté manman yé ?	5499326	Elle est où, maman ?
8331856	Otila manman yé ?	5499326	Elle est où, maman ?
8331857	Ola manman yé ?	5499326	Elle est où, maman ?
8331858	O manman yé ?	5499326	Elle est où, maman ?
8331864	Kilès ou pisimé ?	1612761	Lequel préfères-tu ?
8331865	An pisimé maché.	1998804	Je préfère marcher.
8331867	Mwen pisimé maché.	1998804	Je préfère marcher.
8331864	Kilès ou pisimé ?	3233397	Laquelle préfères-tu ?
8331868	An pisimé li.	3300671	Je préfère lire.
8331869	Mwen pisimé li.	3300671	Je préfère lire.
8331871	An pisimé divòsé.	4277030	Je préfère divorcer.
8331873	Mwen pisimé divòsé.	4277030	Je préfère divorcer.
8331875	An pisimé chiwé biyé.	4277030	Je préfère divorcer.
8331876	An pisimé chiwé papyé.	4277030	Je préfère divorcer.
8331864	Kilès ou pisimé ?	5281843	Lequel tu préfères ?
8331878	An pisimé twépasé.	5552338	Je préfère mourir.
8331880	Mwen pisimé mò.	5552338	Je préfère mourir.
8331882	An pisimé anglé.	595036	Je préfère l'anglais.
8331883	Mwen pisimé anglé.	595036	Je préfère l'anglais.
8331884	Mawi pisimé èski.	888885	Marie préfère le ski.
8331889	Mwen pisimé nwè la.	1812414	Je préfère le noir.
8331890	An pisimé nwè la.	1812414	Je préfère le noir.
8331891	An pisimé nèg la.	1812415	Je préfère le nègre.
8331892	Mwen pisimé nèg la.	1812415	Je préfère le nègre.
8331893	An pisimé'y kon sa.	1820475	Je le préfère ainsi.
8331894	An pisimé chyen.	2261673	Je préfère les chiens.
8331895	Mwen pisimé chyen.	2261673	Je préfère les chiens.
8332288	Mwen pisimé wouj la.	4435682	Je préfère le rouge.
8332292	An pisimé kafé.	3634686	Je préfère le café.
8332293	Mwen pisimé kafé.	3634686	Je préfère le café.
8332295	An pisimé wouj la.	4435682	Je préfère le rouge.
8332300	Ou sé moun isit ?	8332302	Es-tu d'ici ?
8332303	I sé moun isit ?	8332327	Est-il d'ici ?
8332304	Zòt sé moun isit ?	8332328	Êtes-vous d'ici ?
8332305	Yo sé moun isit ?	8332330	Sont-ils d'ici ?
8332311	An sé moun isi.	8332333	Je suis d'ici.
8332312	Ou sé moun isi.	8332334	Tu es d'ici.
8332313	I sé moun isit.	8332335	Il est d'ici.
8332313	I sé moun isit.	8332336	Elle est d'ici.
8332314	Nou sé moun isi.	4579618	Nous sommes d'ici.
8332315	Zòt sé moun isi.	8332338	Vous êtes d'ici.
8332317	Yo sé moun isi.	8332339	Ils sont d'ici.
8332317	Yo sé moun isi.	8332340	Elles sont d'ici.
8332342	É zòt ?	8332343	Et vous ?
8332344	Non an mwen sé Èstéfann é mi Kwisyann.	8332345	Je m'appelle Stéphane et voici Christiane.
8332346	Non an mwen sé Tòm é mi Mawi.	8332347	Je m'appelle Tom et voici Marie.
8332356	Ka pou nou fè ?	1158531	Que faire ?
8332359	Ki koté ou té pasé ?	8332360	Où étais-tu passé ?
8332364	A pa Èstéfann ?	8332365	Ce n'est pas Stéphane ?
8332367	A pa Kwisyann ?	8332368	Ce n'est pas Christiane ?
8332369	A pa Tòm ?	8332372	Ce n'est pas Tom ?
8332370	A pa Mawi ?	8332373	Ce n'est pas Marie ?
8332374	Ki nouvèl a'w ?	7820140	Que deviens-tu ?
8332377	Ki nouvèl a'w Èstéfann ?	8332382	Que deviens-tu Stéphane ?
8332378	Ki nouvèl a'w Tòm ?	8332383	Que deviens-tu Tom ?
8332381	Ki nouvèl a'w Kwisyann ?	8332385	Que deviens-tu Christiane ?
8332379	Ki nouvèl a'w Mawi ?	8332386	Que deviens-tu Marie ?
8332423	Sa bon menm !	8332424	C'est très bon !
8332391	Mi Èstéfann.	8332426	Voici Stéphane.
8332392	Mi Kwisyann.	8332427	Voici Christiane.
8332396	Mi Jak.	8332428	Voici Jacques.
8332397	Mi Jan.	8332429	Voici Jean.
8332395	Mi Pyè.	8332430	Voici Pierre.
8332394	Mi Mawi.	8332431	Voici Marie.
8332393	Mi Tòm.	4767902	Voici Tom.
8332412	Mi Mamadou.	8332432	Voici Mamadou.
8332413	Mi Ana.	8332434	Voici Anna.
8332414	Mi Kanten.	8332435	Voici Quentin.
8332415	Mi Flavyen.	8332436	Voici Flavien.
8332416	Mi Jili.	8332437	Voici Julie.
8332417	Mi Jilyen.	8332439	Voici Julien.
8332418	Mi Gaston.	8332440	Voici Gaston.
8332409	Mi Wòz.	8332441	Voici Rose.
8332408	Mi Lanslo.	8332442	Voici Lancelot.
8332406	Mi Jòj.	8332443	Voici Georges.
8332405	Mi Jòslen.	8332444	Voici Jocelyn.
8332404	Mi Nowé.	8332445	Voici Noé.
8332403	Mi Vanésa.	8332446	Voici Vanessa.
8332400	Mi Alis.	8332447	Voici Alice.
8332399	Mi Òktav.	8332448	Voici Octave.
8332398	Mi Jéwémi.	8332450	Voici Jérémie.
8332410	Mi Inosan.	8332451	Voici Innocent.
8332411	Mi Kévin.	8332452	Voici Kévin.
8332420	Mi Dèlfin.	8332454	Voici Delphine.
8332419	Mi Damyen.	8332455	Voici Damien.
8332407	Mi Liz.	8332458	Voici Lise.
8332481	Ki moun i Èstéfann ?	8332484	Qui est Stéphane ?
8332482	I mandé ki moun Èstéfann yé.	8332485	Il demanda qui était Stéphane.
8332487	Nou vwè yo yè.	8332488	Nous les avons vus hier.
8332490	Ki moun i Kwistann ?	8332496	Qui est Christiane ?
8332491	Mi Kwistòf.	8332497	Voici Christophe.
8332492	Mi Toma.	8332498	Voici Thomas.
8332493	Mi Wojé.	8332499	Voici Roger.
8332494	Mi Sésil.	8332500	Voici Cécile.
8332495	Mi Gladis.	8332501	Voici Gladys.
8332505	Nou té zanmi.	4775588	Nous étions amis.
8332507	Yo mandé mwen ki moun an té yé.	8332511	Elles m'ont demandé qui j'étais.
8332508	Yo mandé mwen ki moun mwen té yé.	8332512	Ils m'ont demandé qui j'étais.
8332515	Ja ka ta.	1957707	Il se fait tard.
8332521	Ja ta.	13640	Il est tard.
8332520	Ka fè fwèt.	3635	Il fait froid.
8332518	Ka fè cho.	3701108	Il fait chaud.
8332525	Ba kò a'w bann.	9270	Dépêche-toi.
8332526	Ba kò a'w pòté mannèv.	9270	Dépêche-toi.
8332530	Mi Lidivin.	8332531	Voici Ludivine.
8332529	Mi Valantin.	8332532	Voici Valentine.
8332534	Mi Valanten.	8332535	Voici Valentin.
8332540	An nou jwé.	1057407	Jouons.
8332539	An nou bwè.	8332541	Buvons.
8332538	An nou manjé.	7267172	Mangeons.
8332537	An nou pòté mannèv !	7610010	Dépêchons-nous !
8332544	An nou li.	8332547	Lisons.
8332546	An nou lévé.	8332549	Levons-nous.
8332550	Mwen sé on ékwiven.	8332552	Je suis écrivain.
8332551	An sé on ékwiven.	8332552	Je suis écrivain.
8332554	Mwen sé on chantèz.	7045086	Je suis chanteuse.
8332553	Mwen sé on chantè.	7045085	Je suis chanteur.
8332560	Mwen sé on najèz.	8332566	Je suis nageuse.
8332559	Mwen sé on najè.	8332567	Je suis nageur.
8332558	Mwen sé on dansèz.	6847681	Je suis danseuse.
8332557	Mwen sé on dansè.	6847680	Je suis danseur.
8332572	Mi Gzavyé.	8332574	Voici Xavier.
8332575	Mi Oféli.	8332576	Voici Ophélie.
8332693	Désiné on mouton ban mwen...	3684505	Dessine-moi un mouton...
8332695	I ni on gwo né.	8332709	Il a un gros nez.
8332695	I ni on gwo né.	8332710	Elle a un gros nez.
8332711	Yo ni on gwo né.	8332716	Ils ont un gros nez.
8332711	Yo ni on gwo né.	8332717	Elles ont un gros nez.
8332712	Ou ni on gwo né.	1898980	Tu as un gros nez.
8332713	An ni on gwo né.	5859166	J'ai un gros nez.
8332720	Zò ni on gwo né.	8332721	Vous avez un gros nez.
8332728	Loto a'y té nèf lè i kwazé'y.	8332745	Sa voiture était neuve lorsqu'il l'a bousillé.
8332754	Nèf la anba lapo la.	8332756	Le nerf est sous la peau.
8332759	Wòb la pa pwòp.	8332760	La robe n'est pas propre.
8332764	On jenn tifi néyé an lanmè la.	8332765	Une jeune fille s'est noyée en mer.
8332768	On jenn gason néyé an lanmè la.	8332770	Un jeune garçon s'est noyé en mer.
8332772	Ki lidé a'w èvè fi an mwen ?	8332773	Quelles sont tes intentions au sujet de ma fille ?
8332779	Jenn gason, ki lidé a'w èvè fi an mwen ?	8332778	Jeune homme, quelles sont tes intentions au sujet de ma fille ?
8332780	Mwen ni senk dòla an pòch an mwen.	8332786	J'ai cinq dollars dans ma poche.
8332787	Mwen ni twa éwo an pòch an mwen.	8332790	J'ai trois euros dans ma poche.
8332800	An ni san dòla an pòch an mwen.	8332804	J'ai cent dollars dans ma poche.
8332794	Mwen ni senkant éwo an pòch an mwen.	8332805	J'ai cinquante euros dans ma poche.
8332792	Mwen ni sèz éwo an pòch an mwen.	8332806	J'ai seize euros dans ma poche.
8332809	An enmé navé.	8332811	J'aime les navets.
8332812	Mwen pa kontan navé.	8332815	Je n'aime pas les navets.
8332817	A pa souvaman yo ka jwenn vou.	8332818	On ne te rencontre pas souvent.
8332819	An pa ni bon souvènans a'y.	8332821	Je n'ai pas gardé un bon souvenir de lui.
8332819	An pa ni bon souvènans a'y.	8332822	Je n'ai pas gardé un bon souvenir d'elle.
8332823	I ni pwoblèm.	5683747	Elle a des ennuis.
8332824	Ki pwoblèm a'w ?	8332825	De quoi je me mêle ?
8332823	I ni pwoblèm.	846218	Il a des ennuis.
8332832	Las plontonné lenj la.	8332833	Ne roule pas les vêtements en boule.
8332834	Las plontonné lenj a'w.	8332835	Ne roule pas tes vêtements en boule.
8332841	I kòlè davwa ou pati.	8332844	Il est fâché car tu es parti.
8332841	I kòlè davwa ou pati.	8332845	Elle est fâchée car tu es partie.
8332846	Ba'y on palkondywit.	8332847	Accompagne-le.
8332846	Ba'y on palkondywit.	8332848	Accompagne-la.
8332850	Ba yo on palkondywit.	8332851	Accompagne-les.
8332853	Ba'y landòmi.	8332854	Donnez-lui l'anesthésie.
8332859	Ban mwen on pa bonbon.	8332864	Donne-moi une part de gâteau.
8332861	Ban mwen on pa bonbon souplé.	8332866	Donne-moi une part de gâteau, s'il te plaît.
8332862	Ès ou ja pwan pa a’w ?	8332867	As-tu déjà pris ta part ?
8332869	I fè sa pa méchansté.	2339078	Il l'a fait exprès.
8332868	I mi pa fòs.	8332870	On l'a forcé à mûrir.
8332871	An pa la.	4961452	Je m'en vais.
8332875	An pa ka tann.	8332878	Je ne veux rien entendre.
8332874	An pa ka vwè.	8332880	Je ne veux rien voir.
8332881	Pa pè !	961731	N'aie crainte.
8332881	Pa pè !	354758	N'aie pas peur.
8332882	Si a pa té pou di.	8332883	S'il ne tenait qu'à moi.
8332907	Ou pa'a tann ?	8332912	Tu es sourd ?
8332905	Ou pa'a vwè klè ?	8332916	Tu es aveugle ?
8332930	Yo mété'y lajòl padavwa i ja fè twòp ka.	8333149	On l'a emprisonné parce qu'il a commis de très nombreux délits.
8333151	Fè pyé a'w !	1183766	Tire-toi !
8333152	Ès ou ja fè manjé la ?	8333154	As-tu préparé le repas ?
8333153	Sé'y menm ki fè kaz a'y.	8333155	C'est lui-même qui a construit sa maison.
8333157	Ou fè sa lidé a'w di'w fè.	8333158	Tu as agi selon ta conscience.
8333408	Mwen kontan.	6556	Je suis heureux.
8333409	An kontan.	6556	Je suis heureux.
8333414	A pa lapenn.	8333419	Ce n'est pas la peine.
8333413	A sa ou di.	8333421	C'est ce que tu dis.
8333425	Sé timoun an nou.	8333426	C'est notre enfant.
8333428	I pa on tèbè.	332761	Il n'est pas idiot.
8333434	Nou pa pè.	8333435	On n'a pas peur.
8333437	Zò douvan ?	8333440	Vous êtes devant ?
8333443	I asi kouch la.	8333444	Il est sur le lit.
8333446	Mwen gwan.	522380	Je suis grand.
8333447	Mwen piti.	2156361	Je suis petit.
8333466	An ka makiyé.	8333464	Je me maquille.
8333467	An ka makiyé mwen.	8333464	Je me maquille.
8333470	Yo té ka bo.	8333468	Ils s'embrassaient.
8333471	Yo té ka bo yo.	8333468	Ils s'embrassaient.
8333477	Yo té ka bo yonn a lòt.	8333468	Ils s'embrassaient.
8333490	A pa papa an mwen.	2826441	Ce n'est pas mon père.
8333492	A pa manman an mwen.	8333491	Ce n'est pas ma mère.
8333494	A pa fwè an mwen.	8333493	Ce n'est pas mon frère.
8333499	A pa sè an mwen.	8333497	Ce n'est pas ma sœur.
8333501	Sé konsa nou yé.	8333483	C'est ainsi que nous sommes.
8333502	Ni ywit chouval.	8333482	Il y a huit chevaux.
8333503	Ni ywit chival.	8333482	Il y a huit chevaux.
8333504	Ni ywit chèval.	8333482	Il y a huit chevaux.
8333521	Sé konsa yo yé.	8333524	C'est ainsi qu'ils sont.
8333522	Sé konsa zò yé.	8333525	C'est ainsi que vous êtes.
8333517	Sé konsa i yé.	8333526	C'est ainsi qu'il est.
8333518	Sé konsa mwen yé.	8333527	C'est ainsi que je suis.
8333517	Sé konsa i yé.	8333528	C'est ainsi qu'elle est.
8333516	Pisimé yo pati.	8333541	Mieux vaut qu'ils partent.
8333513	Pisimé zò pati.	8333542	Mieux vaut que vous partiez.
8333511	Pisimé i pati.	8333543	Mieux vaut qu'il parte.
8333511	Pisimé i pati.	8333544	Mieux vaut qu'elle parte.
8333509	Pisimé mwen pati.	8333546	Mieux vaut que je parte.
8333508	Pisimé ou pati.	8333547	Mieux vaut que tu partes.
8333507	Pisimé nou pati.	8333548	Mieux vaut qu'on parte.
8333506	Fo ou di'y sa.	8333553	Il faut que tu le lui dises.
8333557	Fo ou di yo sa.	8333559	Il faut que tu le leur dises.
8333568	Asipawé i malad.	844708	On dirait qu'il est malade.
8333568	Asipawé i malad.	8333569	On dirait qu'elle est malade.
8333575	Asipawé zò malad.	8333577	On dirait que vous êtes malades.
8333572	Asipawé yo malad.	8333580	On dirait qu'ils sont malades.
8333570	Asipawé ou malad.	8333582	On dirait que tu es malade.
8333589	Asipozé yo pa vlé vini.	8333594	Supposons qu'ils ne veuillent pas venir.
8333595	Asipozé i pa vlé vini.	8333604	Supposons qu'elle ne veuille pas venir.
8333595	Asipozé i pa vlé vini.	8333605	Supposons qu'il ne veuille pas venir.
8333599	Asipozé ou pa vlé vini.	8333607	Supposons que tu ne veuilles pas venir.
8333600	Asipozé mwen pa vlé vini.	8333609	Supposons que je ne veuille pas venir.
8333613	I senkè d'maten.	8333615	Il est cinq heures du matin.
8333618	Ka fè senkè.	13557	Il est cinq heures.
8333620	Ka fè dézè.	8333641	Il est deux heures.
8333621	Ka fè twazè.	8333643	Il est trois heures.
8333622	Ka fè katwè.	8333646	Il est quatre heures.
8333623	Ka fè sizè.	8333647	Il est six heures.
8333624	Ka fè sètè.	8333650	Il est sept heures.
8333625	Ka fè ywitè.	2808086	Il est huit heures.
8333626	Ka fè névè.	8333652	Il est neuf heures.
8333628	Ka fè wonzè.	8333653	Il est onze heures.
8333627	Ka fè dizè.	8333654	Il est dix heures.
8333658	Ka fè jou.	7716179	Il fait jour.
8333659	Ka fè lannywit.	2190272	Il fait nuit.
8333660	Ka fè nwè.	8330968	Il fait noir.
8333663	Apatoudi di an ké fè, sé an ka fè.	8333664	Il ne suffit pas de dire je ferai, il faut le faire.
8333713	Palapenn vini.	8333716	Pas la peine de venir.
8333784	Yo ka maché vit vit vit.	8333780	Ils marchent très très vite.
8333789	Yo ka maché vit vit.	8333786	Ils marchent très vite.
8333796	Yo ka wété adan on gwan gwan kaz.	8333793	Ils vivent dans une immense maison.
8333800	Mésyé !	8333801	Mes aïeux !
8333805	Mésyé, mésyé ! Fout sa lèd !	8333807	Mes aïeux ! Que c'est moche !
8333811	Ou tèbè tèbè a'w !	8333812	Tu es trop bête !
8333817	A pa ti las nou té las yè !	8333822	Qu'est-ce qu'on était fatigués hier !
8333824	Sé pa ti kouwi mwen kouwi !	8333826	Qu'est-ce que j'ai couru !
8333947	Mwen ké dwésé'w.	8333950	Je vais te faire marcher droit.
8334203	An sav la i yé.	8334201	Je sais où il est.
8334205	Mwen sav la i yé.	8334201	Je sais où il est.
8334212	Mwen sav la nou yé.	4541902	Je sais où nous sommes.
8334212	Mwen sav la nou yé.	8334217	Je sais où on est.
8334600	Manga mwen.	8334601	Fais attention à moi.
8336395	Mwen jalou.	2078204	Je suis jaloux.
8336396	An jalou.	2078204	Je suis jaloux.
8336403	Mwen pa jalou.	2078267	Je ne suis pas jaloux.
8336404	An pa jalou.	2078267	Je ne suis pas jaloux.
8336414	Mwen pli gwan pasé'y.	127750	Je suis plus grand que lui.
8336415	An gwan pasé'y.	127750	Je suis plus grand que lui.
8336416	I pli gwan pasé mwen.	132350	Il est plus grand que moi.
8336417	I gwan pasé mwen.	132350	Il est plus grand que moi.
8336420	I pli gwan ki mwen.	132350	Il est plus grand que moi.
8336422	Mwen pli gwan ki'w.	428238	Je suis plus grand que toi.
8336427	An pli gwan pasé'w.	428238	Je suis plus grand que toi.
8336429	An gwan pasé'w.	428238	Je suis plus grand que toi.
8336432	Ou pli gwan ki mwen.	474727	Tu es plus grand que moi.
8336433	Ou pli gwan pasé mwen.	474727	Tu es plus grand que moi.
8336434	Ou gwan pasé mwen.	474727	Tu es plus grand que moi.
8336436	Tokyo pli gwan ki Yokohama.	554708	Tokyo est plus grande que Yokohama.
8336437	Tokyo pli gwan pasé Yokohama.	554708	Tokyo est plus grande que Yokohama.
8336438	Tokyo gwan pasé Yokohama.	554708	Tokyo est plus grande que Yokohama.
8336443	Tòm pli gwan pasé mwen.	584601	Tom est plus grand que moi.
8336445	Tòm gwan pasé mwen.	584601	Tom est plus grand que moi.
8336447	Tòm pli gwan ki mwen.	584601	Tom est plus grand que moi.
8336448	Péken pli gwan ki Wonm.	889507	Pékin est plus grand que Rome.
8336449	Péken gwan pasé Wonm.	889507	Pékin est plus grand que Rome.
8336450	Péken pli gwan pasé Wonm.	889507	Pékin est plus grand que Rome.
8336452	Mwen pli gwan ki zòt.	1151844	Je suis plus grand que vous.
8336454	Mwen pli gwan pasé zò.	1151844	Je suis plus grand que vous.
8336456	An gwan pasé zòt.	1151844	Je suis plus grand que vous.
8336459	I pli gwan pasé'y.	1328758	Elle est plus grande que lui.
8336461	I gwan pasé'y.	1328758	Elle est plus grande que lui.
8336433	Ou pli gwan pasé mwen.	1462231	Tu es plus grande que moi.
8336434	Ou gwan pasé mwen.	1462231	Tu es plus grande que moi.
8336432	Ou pli gwan ki mwen.	1462231	Tu es plus grande que moi.
8336433	Ou pli gwan pasé mwen.	1462232	Vous êtes plus grand que moi.
8336432	Ou pli gwan ki mwen.	1462232	Vous êtes plus grand que moi.
8336434	Ou gwan pasé mwen.	1462232	Vous êtes plus grand que moi.
8336433	Ou pli gwan pasé mwen.	1462233	Vous êtes plus grande que moi.
8336432	Ou pli gwan ki mwen.	1462233	Vous êtes plus grande que moi.
8336434	Ou gwan pasé mwen.	1462233	Vous êtes plus grande que moi.
8336489	Zòt gwan pasé mwen.	1462234	Vous êtes plus grands que moi.
8336490	Zò pli gwan ki mwen.	1462234	Vous êtes plus grands que moi.
8336491	Zò pli gwan pasé mwen.	1462234	Vous êtes plus grands que moi.
8336489	Zòt gwan pasé mwen.	1462235	Vous êtes plus grandes que moi.
8336490	Zò pli gwan ki mwen.	1462235	Vous êtes plus grandes que moi.
8336491	Zò pli gwan pasé mwen.	1462235	Vous êtes plus grandes que moi.
8336496	Bilal pli gwan pasé Kawam.	2467559	Bilal est plus grand que Karam.
8336498	Bilal gwan pasé Kawam.	2467559	Bilal est plus grand que Karam.
8336500	Bilal pli gwan ki Kawam.	2467559	Bilal est plus grand que Karam.
8336503	Tòm pli gwan pasé Mawi.	6463361	Tom est plus grand que Mary.
8336504	Tom gwan pasé Mawi.	6463361	Tom est plus grand que Mary.
8336505	Tòm pli gwan ki Mawi.	6463361	Tom est plus grand que Mary.
8336507	Tòm pli gwan ki Mayk.	6556308	Tom est plus grand que Mike.
8336509	Tòm pli gwan pasé Mayk.	6556308	Tom est plus grand que Mike.
8336511	Tòm gwan pasé Mayk.	6556308	Tom est plus grand que Mike.
8336515	Sami pli gwan ki mwen.	7643658	Sami est plus grand que moi.
8336516	Sami pli gwan pasé mwen.	7643658	Sami est plus grand que moi.
8336517	Sami gwan pasé mwen.	7643658	Sami est plus grand que moi.
8336520	Tòm pli gwan pasé manman'y.	433090	Tom est plus grand que sa mère.
8336521	Tòm gwan pasé manman'y.	433090	Tom est plus grand que sa mère.
8336522	Tòm pli gwan ki manman'y.	433090	Tom est plus grand que sa mère.
8336524	I pli gwan pasé papa a'y.	950931	Il est plus grand que son père.
8336526	I gwan pasé papa a'y.	950931	Il est plus grand que son père.
8336528	I pli gwan ki papa a'y.	950931	Il est plus grand que son père.
8336530	I pli gwan pasé fwè a'y.	1110561	Il est plus grand que son frère.
8336532	I gwan pasé fwè a'y.	1110561	Il est plus grand que son frère.
8336528	I pli gwan ki papa a'y.	1110561	Il est plus grand que son frère.
8336539	Wisi pli gwan ki Pliton.	3517353	La Russie est plus grande que Pluton.
8336541	Wisi pli gwan pasé Pliton.	3517353	La Russie est plus grande que Pluton.
8336542	Wisi gwan pasé Pliton.	3517353	La Russie est plus grande que Pluton.
8336545	Vil pli gwan pasé vilaj.	583105	Les villes sont plus grandes que les villages.
8336546	Vil gwan pasé vilaj.	583105	Les villes sont plus grandes que les villages.
8336547	Vil pli gwan ki vilaj.	583105	Les villes sont plus grandes que les villages.
8336551	I pa pli gwan pasé mwen.	2324029	Il n'est pas plus grand que moi.
8336553	I pa gwan pasé mwen.	2324029	Il n'est pas plus grand que moi.
8336555	I pa pli gwan ki mwen.	2324029	Il n'est pas plus grand que moi.
8336557	Chanm a'w pli gwan pasé tan mwen.	6728798	Votre chambre est plus grande que la mienne.
8336558	Chanm a'w gwan pasé tan mwen.	6728798	Votre chambre est plus grande que la mienne.
8336559	Chanm a'w pli gwan ki tan mwen.	6728798	Votre chambre est plus grande que la mienne.
8336560	Soulyé an mwen pli gwan pasé ta'w.	6843811	Mes chaussures sont plus grandes que les tiennes.
8336561	Soulyé an mwen gwan pasé ta'w.	6843811	Mes chaussures sont plus grandes que les tiennes.
8336562	Soulyé an mwen pli gwan ki ta'w.	6843811	Mes chaussures sont plus grandes que les tiennes.
8336566	Kaz an mwen gwan pasé ta'w.	8051377	Ma maison est plus grande que la tienne.
8336568	Kaz an mwen pli gwan ki ta'w.	8051377	Ma maison est plus grande que la tienne.
8339737	Fout sa bèl !	8339738	Que c'est beau !
8339739	Mawi mwen gwan pasé Tòm.	6090132	Marie est moins grande que Tom.
8339741	Mawi mwen gwan ki Tòm.	6090132	Marie est moins grande que Tom.
8339745	An mwen gwan pasé'w.	8339749	Je suis moins grand que toi.
8339752	An mwen gwan pasé zòt.	8339756	Je suis moins grand que vous.
8339753	An mwen gwan pasé yo.	8339758	Je suis plus grand qu'eux.
8339760	Ou pli gwan pasé'y.	8339768	Tu es plus grand que lui.
8339762	Ou pli gwan pasé yo.	8339770	Tu es plus grand qu'eux.
8339761	Ou pli gwan pasé nou.	8339774	Tu es plus grand que nous.
8339775	Ou mwen gwan pasé mwen.	8339778	Tu es moins grand que moi.
8339776	I mwen gwan pasé'w.	8339781	Il est moins grand que toi.
8339777	I mwen gwan pasé'y.	8339782	Il est moins grand que lui.
8339783	I mwen gwan pasé mwen.	8339785	Il est moins grand que moi.
8339783	I mwen gwan pasé mwen.	8339786	Elle est moins grande que moi.
8339790	I mwen pasé yo.	8339795	Il est plus grand qu'eux.
8339789	I mwen gwan pasé zò.	8339797	Il est plus grand que vous.
8339788	I mwen gwan pasé nou.	8339798	Il est plus grand que nous.
8339800	Ou mwen gwan pasé'y.	8339768	Tu es plus grand que lui.
8339800	Ou mwen gwan pasé'y.	646668	Tu es plus grand qu'elle.
8339801	Ou mwen gwan pasé nou.	8339809	Tu es moins grand que nous.
8339803	Ou mwen gwan pasé yo.	8339770	Tu es plus grand qu'eux.
8339815	Nou mwen gwan pasé'y.	8339816	Nous sommes moins grands que toi.
8339819	Nou mwen gwan ki zò.	8339824	Nous sommes moins grands que vous.
8339820	Nou mwen gwan ki yo.	8339825	Nous sommes moins grands qu'eux.
8341678	Fout i lèd !	8341680	Qu'il est moche !
8341678	Fout i lèd !	8341683	Qu'il est laid !
8342855	Ès ou pé ban mwen on pal ?	1159441	Peux-tu m'aider ?
8342862	Ki jan yo ka di... ?	624448	Comment dit-on ... ?
8343335	Ès nou ké wivwè on jou ?	8343337	Est-ce qu'on se reverra ?
8343335	Ès nou ké wivwè on jou ?	8343338	Se reverra-t-on ?
8343540	Nou pa ka gadé.	4801703	Nous sommes pas en train de regarder.
8343544	Mwen vlé voyajé an avyon.	2051857	Je veux voyager en avion.
8343545	Mwen pa konpwann.	4580437	Je n'ai pas compris.
8353387	Mi mwen !	8353388	Me voilà !
8367926	Èstéfann vlé mandé'w on biten.	8367932	Stéphane veut vous demander quelque chose.
8367933	Ki biten ou vlé mandé mwen Èstéfann ?	8367936	Que veux-tu me demander, Stéphane ?
8368644	An nou wété la.	8368645	Restons-y.
8368659	Ou ké pòté sitwon pou boutik la.	8368664	Tu porteras des citrons au magasin.
8368687	An nou akaz !	6774261	Allons chez moi !
